COLEGIO_NAME,DONE
IES CALDERON DE LA BARCA,0
IES PABLO PICASSO,0
IES VICENTE ALEIXANDRE,0
EOEP GENERAL EQUIPO GENERAL PINTO,0
CP INF-PRI CARLOS RUIZ,0
CP INF-PRI SAN MARTIN DE TOURS,0
CP INF-PRI VIRGEN DE LA NUEVA,0
CEPA SAN MARTIN DE VALDEIGLESIAS,0
IES PEDRO DE TOLOSA,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL SAN,0
CP INF-PRI EL POETA,0
CP INF-PRI ANTON SEVILLANO,0
CP INF-PRI DUQUE DE RIVAS,0
IES SEVILLA LA NUEVA,0
CP INF-PRI VIRGEN DEL ROSARIO,0
CP INF-PRI ABAD Y HARIJA,0
CP INF-PRI SAN JOSE,0
IES MIGUEL DELIBES,0
CP INF-PRI NUESTRA SEÑORA DEL PILAR,0
CP INF-PRI CRISTO DE LA SALUD,0
CP INF-PRI DIEGO MUÑOZ-TORRERO,0
CP INF-PRI DÑA. LEONOR DEL ALAMO,0
CP INF-PRI FRAY PEDRO DE AGUADO,0
CP INF-PRI FUENTE DE LA VILLA,0
CP INF-PRI MAESTRO ROMAN BAILLO,0
CP INF-PRI NUESTRA SEÑORA DEL,0
CP INF-PRI PEDRO ANTONIO DE ALARCÓN,0
CP INF-PRI PEDRO LOPEZ DE LERENA,0
CP INF-PRI VICENTE ALEIXANDRE,0
CP EE Nº 1 DE VALDEMORO,0
CEPA HERMANOS CORREA,0
CEPA.EP ALONSO QUIJANO,0
IES AVALON,0
IES MAESTRO MATIAS BRAVO,0
IES NEIL ARMSTRONG,0
IES VILLA DE VALDEMORO,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI NUESTRA SEÑORA DE LA,0
IES MAESTRO JUAN MARIA LEONET,0
CP INF-PRI SAN DAMASO,0
CP INF-PRI-SEC SAN MIGUEL,0
CP INF-PRI CRISTO DE LA CAMPANA,0
CP INF-PRI GANDHI,0
CP INF-PRI HERMANOS GARCIA NOBLEJAS,0
CP INF-PRI LAURA GARCIA NOBLEJAS Y,0
IES CALATALIFA,0
IES CENTRO DE CAPACITACION AGRARIA,0
